voca_type,unique_id,day,day_no,word,meaning,english_meaning,pos,theme,theme_ko,priority_score,priority_band,rating,example,translation,paraphrase,paraphrase_translation,question,question_ko,collocation,collocations_json,collocations_ko_json,synonym_used,synonyms_json,phrase,memory_ko,icon,background,original_day,original_no,dataset_version,app_ready,QC2_Status,QC2_Score,QC2_Grade,pattern_recommended,pattern_ko_recommended,QC_Score,QC_Grade,QC_Issues,QC_Status,pattern_candidate_1,pattern_ko_candidate_1,pattern_candidate_2,pattern_ko_candidate_2,pattern_candidate_3,pattern_ko_candidate_3,generation_task,pattern_category,generation_word_sense,generation_context,generation_length_target,generation_structure,QC2_Issue,practice_sentence_ids,practice_sentences_en,practice_sentences_ko,practice_sentence_types,practice_situations,practice_review_words,record_type,practice_id,practice_order,practice_type,practice_situation,practice_sentence_en,practice_sentence_ko,practice_target_words,practice_target_word_meanings,practice_target_patterns,practice_pattern_meanings,practice_opic_level,practice_active,practice_extra_patterns,practice_extra_pattern_meanings,practice_extra_pattern_surfaces,practice_target_word_ko_surfaces,practice_target_pattern_ko_surfaces,practice_extra_pattern_ko_surfaces,practice_target_pattern_ko_segments,practice_extra_pattern_ko_segments,practice_patterns
TOEFL,T_D15_16,15,16,repudiate,거부하다,"reject, disclaim",v.,Plans & Possibilities,계획과 가능성 말하기,53,Bridge,3,"I know the report, but we must repudiate false claims.","보고서는 알지만, 우리는 거짓 주장들을 거부해야 한다.","Although familiar with it, reject the untrue accusations.","그것에 익숙하지만, 사실이 아닌 주장들은 거부하라.",When should an organization repudiate a claim?,언제 조직이 주장을 거부해야 하나요?,repudiate a claim,"[""repudiate a claim""]","[""""]",reject,"[""reject"",""disclaim"",""deny""]",repudiate a claim,공식적으로 거부하거나 부인하다,default,,3,33,TOEFL_30x56_FINAL,yes,PASS,95,A,"I know ..., but ...","알지만, ...",95,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,Create a natural example sentence using the target word and chosen pattern.,Contrast,거부하다; 정식으로 부인하다,Shopping & Services,10,Statement,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D15_17,15,17,resilient,회복력이 있는,"quick to recover, easy to recover",adj.,Plans & Possibilities,계획과 가능성 말하기,53,Bridge,3,I'm looking to find resilient students for the program.,프로그램에 적합한 회복력 있는 학생들을 찾고 있습니다.,I want to recruit students who recover quickly from setbacks.,나는 좌절에서 빨리 회복하는 학생들을 모집하려고 한다.,What makes someone resilient?,무엇이 사람을 회복력 있게 만드나요?,resilient person,"[""resilient person""]","[""""]",tough,"[""resilient"",""robust"",""tough""]",resilient student,충격에서 빨리 회복되는 성향,default,,6,17,TOEFL_30x56_FINAL,yes,PASS,95,A,I'm looking to ...,나는 ...하려고 한다/찾고 있다,95,A,,PASS,I'll be sure to ...,,I'm not used to ...ing,,would hate to ...,,Create a natural example sentence using the target word and chosen pattern.,Intent,빨리 회복하는; 탄력성 있는,School & Learning,9,Statement,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D15_18,15,18,rigor,"엄격함; 고초, 어려움","harshness, strictness, rigidness; hardship, adversity",n.,Plans & Possibilities,계획과 가능성 말하기,53,Bridge,3,There's nothing like rigor to improve academic standards.,학업 수준을 높이는 데에는 엄격함만한 것이 없다.,Strictness is unmatched in raising educational quality.,엄격함이 교육의 질을 높이는 데 가장 효과적이다.,How does rigor affect learning?,엄격함이 학습에 어떤 영향을 미치나요?,academic rigor,"[""academic rigor""]","[""""]",strictness,"[""rigor"",""strictness"",""severity""]",academic rigor,철저하고 엄격한 기준,default,,18,49,TOEFL_30x56_FINAL,yes,PASS,96,A,There's nothing like ...,...만큼 좋은 것은 없다,96,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,Create a natural example sentence using the target word and chosen pattern.,Emphasis,"엄격함, 철저함",Daily Life,8,Statement,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D15_19,15,19,sedentary,"주로 앉아 있는, 정착성의","stationary, settled",adj.,Plans & Possibilities,계획과 가능성 말하기,53,Bridge,4,Let's hope sedentary jobs start offering more movement breaks.,주로 앉아 있는 직업들이 더 많은 움직임 휴식을 제공하길 바라자.,We should wish for more breaks in inactive office jobs.,활동이 적은 사무직에 더 많은 휴식이 생기길 바라자.,Do you have a sedentary job?,앉아 있는 일이 있나요?,sedentary lifestyle,"[""sedentary lifestyle""]","[""""]",inactive,"[""sedentary"",""inactive"",""stationary""]",sedentary job,주로 앉아 있어 활동이 적음,default,,1,35,TOEFL_30x56_FINAL,yes,PASS,95,A,Let's hope (that) ...,...했으면 좋겠다,95,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,Create a natural example sentence using the target word and chosen pattern.,Wish,주로 앉아 있는; 활동이 적은,Business,9,Statement,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D15_20,15,20,seemingly,"외관상으로, 겉보기에는","apparently, ostensibly",adv.,Plans & Possibilities,계획과 가능성 말하기,53,Bridge,3,That explains why seemingly minor symptoms indicated serious illness.,겉보기에 사소한 증상들이 심각한 병을 의미했던 이유를 설명해준다.,Apparently small symptoms revealed a major health problem.,겉보기에 작은 증상들이 큰 건강 문제를 드러냈다.,Have you ever dismissed seemingly small symptoms?,겉보기엔 사소한 증상을 무시한 적 있나요?,seemingly minor,"[""seemingly minor""]","[""""]",apparently,"[""apparently"",""ostensibly"",""seemingly""]",seemingly minor,겉보기와 실제가 다를 수 있다,default,,25,9,TOEFL_30x56_FINAL,yes,PASS,95,A,That explains why ...,그것은 ...을 설명한다,95,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,Create a natural example sentence using the target word and chosen pattern.,Explanation,겉보기에는; 외관상,Health,9,Statement,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D15_21,15,21,segregate,"분리하다, 격리하다","separate, seclude, dissociate, disunite",v.,Plans & Possibilities,계획과 가능성 말하기,53,Bridge,3,What do you say we segregate test data from training data?,테스트 데이터와 훈련 데이터를 분리하는 게 어때요?,Propose separating evaluation data from training data.,평가용 데이터와 훈련용 데이터를 분리하자고 제안하다.,When should datasets be segregated?,데이터셋은 언제 분리해야 하나요?,segregate data,"[""segregate data""]","[""""]",separate,"[""separate"",""seclude"",""dissociate""]",segregate data,구분해서 따로 나누다,default,,26,44,TOEFL_30x56_FINAL,yes,PASS,95,A,What do you say ... ?,어때요 ...?,95,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,Create a natural example sentence using the target word and chosen pattern.,Suggestion,"분리하다, 격리하다",Technology,11,Question,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D15_22,15,22,sporadically,이따금씩,"occasionally, at intervals, infrequently",adv.,Plans & Possibilities,계획과 가능성 말하기,47,Advanced,2,You could at least call sporadically between visits.,방문 사이에라도 가끔씩은 전화라도 할 수 있잖아.,You might at least phone occasionally when you're away.,없을 때라도 가끔 전화는 할 수 있지 않니.,What does 'sporadically' mean here?,'sporadically'는 여기서 무슨 뜻인가요?,happen sporadically,"[""happen sporadically"",""occur sporadically""]","[""이따금 발생하다"",""드물게 일어나다""]",occasionally,"[""occasionally"",""infrequently""]",sporadically visit,간헐적으로 일이 일어나는 이미지를 떠올리기,,,2,32,TOEFL_30x56_FINAL,YES,APPROVED,98,A,You could at least ...,적어도 ~는 할 수 있잖아,98,A,,PASS,You could at least ...,,I'll see ...,,I'll be sure to ...,,sentence_generation,,"가끔씩, 이따금씩",Daily Life,8,contrast_or_concession,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D15_23,15,23,steadfastly,확고하게,"firmly, solidly, resolutely",adv.,Plans & Possibilities,계획과 가능성 말하기,47,Advanced,2,I'll let you know if she acts steadfastly under pressure.,그녀가 압박 속에서도 확고하게 행동하면 알려줄게.,I'll inform you whether she remains firm when stressed.,그녀가 스트레스를 받을 때도 확고한지 알려주겠다.,Can someone act steadfastly under stress?,누군가 스트레스 속에서도 확고하게 행동할 수 있나요?,stand steadfastly,"[""stand steadfastly""]","[""""]",firmly,"[""steadfastly"",""firmly"",""resolutely""]",act steadfastly,흔들리지 않고 굳건히 서 있다,default,,30,29,TOEFL_30x56_FINAL,yes,PASS,95,A,I'll let you know ...,알려줄게,95,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,Create a natural example sentence using the target word and chosen pattern.,Info,확고하게; 흔들리지 않게,Hobbies,10,Statement,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D15_24,15,24,subordinate,종속적인,"secondary, subject, dependent",adj.,Plans & Possibilities,계획과 가능성 말하기,47,Advanced,2,You might want to treat that idea as subordinate to the main plan.,그 아이디어를 주된 계획에 종속적인 것으로 여기는 게 좋다.,Consider that idea secondary to the primary plan.,그 아이디어를 주요 계획에 비해 부차적으로 생각해라.,Which tasks are subordinate in a project?,프로젝트에서 어떤 작업들이 종속적인가요?,subordinate clause/role,"[""subordinate role""]","[""""]",secondary,"[""subordinate"",""secondary"",""dependent""]",subordinate to,주된 것에 종속되거나 부차적인,default,,19,35,TOEFL_30x56_FINAL,yes,PASS,95,A,You might want to/wanna ...,...하는 게 좋다,95,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,Create a natural example sentence using the target word and chosen pattern.,Advice,"종속적인, 부차적인",Business,13,Statement,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D15_25,15,25,subsequently,그 후에,"later, afterward",adv.,Plans & Possibilities,계획과 가능성 말하기,47,Advanced,2,I'll see that the documents are subsequently filed.,문서들이 그 후에 제출되도록 제가 확인하겠습니다.,I will ensure the documents get filed afterward.,그 문서들이 이후에 제출되도록 내가 보장하겠다.,What happens subsequently after approval?,승인 후에 그 다음에는 무엇이 일어나나요?,file subsequently,"[""file subsequently""]","[""""]",afterward,"[""subsequently"",""afterward"",""later""]",file subsequently,어떤 일의 바로 그 다음에 이루어짐,default,,16,1,TOEFL_30x56_FINAL,yes,PASS,95,A,I'll see ...,내가 확인해볼게,95,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,Create a natural example sentence using the target word and chosen pattern.,Assurance,"그 후에, 이후에",Travel,8,Statement,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D15_26,15,26,sufficiently,충분히,"adequately, amply, satisfactorily",adv.,Plans & Possibilities,계획과 가능성 말하기,47,Advanced,2,That's where you ensure resources are sufficiently allocated.,바로 그 지점에서 자원이 충분히 배정되었는지 확인한다.,That's the point to make sure allocation is adequate.,그것이 배분이 충분한지 확인해야 할 지점이다.,Are resources sufficiently allocated here?,여기에 자원이 충분히 배정되어 있나요?,sufficiently allocated,"[""sufficiently allocated""]","[""""]",adequately,"[""sufficiently"",""adequately"",""amply""]",sufficiently allocated,필요한 만큼 충분히 갖추어 놓다,default,,2,41,TOEFL_30x56_FINAL,yes,PASS,95,A,That's where ...,바로 그때/그곳,95,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,Create a natural example sentence using the target word and chosen pattern.,Explanation,충분히,Family & Friends,8,Statement,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D15_27,15,27,superficial,표면적인,"external, not deep, exterior",adj.,Plans & Possibilities,계획과 가능성 말하기,47,Advanced,2,I'm not used to such superficial responses anymore.,이런 피상적인 반응에는 더 이상 익숙하지 않아.,I no longer accept shallow or surface-level replies.,나는 더 이상 표면적인 답변을 받아들이지 않는다.,What does 'superficial' mean here?,'superficial'는 여기서 무슨 뜻인가요?,superficial understanding,"[""superficial understanding"",""superficial analysis""]","[""피상적인 이해"",""겉핥기식 분석""]",shallow,"[""shallow"",""surface-level""]",superficial response,깊이 없이 표면만 스치는 모습을 떠올리기,,,12,30,TOEFL_30x56_FINAL,YES,APPROVED,98,A,I'm not used to ...ing,~하는 것에 익숙하지 않다,98,A,,PASS,I'm not used to ...ing,,I'm not clear ...,,It's not that ...,,sentence_generation,,"표면적인, 깊이가 없는",Daily Life,8,comparison,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D15_28,15,28,terrestrial,지구의,"earthly, worldly",adj.,Plans & Possibilities,계획과 가능성 말하기,47,Advanced,2,Should I study terrestrial ecosystems for tomorrow's field quiz?,내일 현장 퀴즈를 위해 육상 생태계를 공부해야 할까요?,Ask whether to review land-based ecosystems for the quiz.,퀴즈를 위해 육지 생태계를 복습해야 하는지 묻다.,What topics are terrestrial ecosystems part of?,육상 생태계는 어떤 주제에 속하나요?,terrestrial ecosystem,"[""terrestrial ecosystem""]","[""""]",earthly,"[""terrestrial"",""earthly"",""land-based""]",terrestrial ecosystem,땅 위에서 일어나는 것 또는 지구의,default,,12,26,TOEFL_30x56_FINAL,yes,PASS,95,A,Should I ...?,내가 ...할까?,95,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,Create a natural example sentence using the target word and chosen pattern.,Question,"지구의, 육지의",Business,9,Question,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D15_29,15,29,indeed,사실은,"in truth, in fact",adv.,Cause & Effect,원인과 결과 연결하기,58,Core,3,"I'm in the middle of checking prices, indeed.","나 지금 가격을 확인하는 중이야, 사실이야.","I'm currently comparing prices, truly.","나는 현재 가격을 비교하는 중이다, 정말이다.",How is 'indeed' used here?,'indeed'는 여기서 어떻게 쓰였나요?,indeed true,"[""indeed true"",""indeed it is""]","[""정말로 사실인"",""정말 그렇다""]",truly,"[""truly"",""in fact""]",indeed true,강조하여 '정말로'라는 느낌을 주는 표현 기억하기,,,6,36,TOEFL_30x56_FINAL,YES,APPROVED,98,A,I'm in the middle of ...,지금 한창 ~하는 중이다,98,A,,PASS,I'm in the middle of ...,,I'll see ...,,I'll be sure to ...,,sentence_generation,,"사실은, 정말로",Shopping & Services,8,statement,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D15_30,15,30,infer,추론하다,"conclude, derive, reason, deduce",v.,Cause & Effect,원인과 결과 연결하기,58,Core,3,When do you think students can infer the main point?,학생들이 언제 주요 요지를 추론할 수 있다고 생각하나요?,Ask when learners are able to deduce the central idea.,학습자들이 중심 생각을 언제 추론할 수 있는지 묻다.,How do you teach students to infer meaning?,학생들에게 의미를 추론하는 법을 어떻게 가르치나요?,infer the main point,"[""infer the main point""]","[""""]",deduce,"[""infer"",""deduce"",""conclude""]",infer the main point,주어진 정보로 근거를 찾아 결론을 내리다,default,,21,49,TOEFL_30x56_FINAL,yes,PASS,95,A,When do you think ...?,언제 ...할 것 같아요?,95,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,Create a natural example sentence using the target word and chosen pattern.,Question,"추론하다, (근거로) 추정하다",School & Learning,10,Question,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D16_01,16,1,innate,선천적인,"inborn, natural, native",adj.,Cause & Effect,원인과 결과 연결하기,58,Core,3,I see her creativity is truly innate.,나는 그녀의 창의력이 정말 타고났다는 걸 알겠어.,Her creativity is naturally inborn.,그녀의 창의력은 선천적이다.,Do you think creativity is innate?,창의력이 타고난 거라고 생각해?,innate talent,"[""innate talent"",""innate ability""]","[""타고난 재능"",""선천적 능력""]",inborn,"[""inborn"",""natural""]",,"innate = 타고난, 선천적인 성질로 기억하세요.",,,2,36,TOEFL_30x56_FINAL,1,PASS,98,A,I see ...,알겠어 ...,98,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,Create example sentence,statement,선천적으로 타고난 성질,Family & Friends,7,statement,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D16_02,16,2,intact,손상되지 않은,"undamaged, unbroken, whole, complete, unaffected",adj.,Cause & Effect,원인과 결과 연결하기,58,Core,3,Are you saying the vase stayed intact?,그 말은 그 꽃병이 손상되지 않고 남아있었다는 뜻인가요?,Do you mean it wasn't damaged?,손상되지 않았다는 뜻인가요?,Is it completely intact?,완전히 온전한 건가요?,remain intact,"[""remain intact"",""left intact""]","[""손상되지 않고 남다"",""멀쩡한 상태로 남다""]",undamaged,"[""undamaged"",""unbroken""]",,intact = 손상되지 않고 온전한 상태( in + tact 기억),,,15,1,TOEFL_30x56_FINAL,1,PASS,98,A,Are you saying(that) ... ?,그 말은 ...라는 건가요?,98,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,Create example sentence,question,손상되지 않고 온전한 상태,Daily Life,7,question,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
